place
4no. Bridge
8B
Acropolis Mall
Ajoynagar
Akra Fatak
Alipore Court
Alipore Zoo
Aminpur
Anandapur
Aquatica
B.B.D. Bag
B.N.R. Hospital
BNR
Babubazar
Babughat
Babughat / Esplanade
Badartala
Baghajatin
Bagmari
Bakultala
Ballygunge Station
Bandha Ghat
Bangur Avenue
Barabazar
Barasat
Barisha
Beckbagan
Behala 14 No.
Behala 14no.
Behala Chowrasta
Belgachia Metro
Belgachia Metro.
Bhabani Bhawan
Bhabani Bhawan Hazra
Bhawanipur
Bhowanipore
Bichali Ghar
Boalghata
Bosepukur
Bowbazar
Brace Bridge
C.I.T. Road
Cancer Hospital
Central
Central Metro
Chandni Chowk
Chandni Market
Chapadali More
Chetla
China Mandir
Chiria More
Chittaranjan Hospital
Christopher Road
College Street
Dalhousie
Desapriya Park
Deshapriya Park
Dhakuria
Diamond Plaza
Dumdum Park
Durgapur Bridge
EM Bypass
EM Bypass New Garia
EM Bypass.
Ekbalpur
Esplanade
Fatehpur
Fort William
Garden Reach
Garia Station.
Gariahat
Girish Park
Goakhali More
Golabari More
Golpark
Greenfield City
H.M.G. College
Haltu
Haridevpur
Hastings
Hatibagan
Hazra
Hazra More
Hide Road
Howrah Fire Station
Howrah Maidan
Howrah Station
Jadavpur 8B
Jadavpur PS
Jhinjhira Bazar
Joka Bridge
Kabardanga
Kadambagachi
Kalighat
Kalikapur
Kalitala Housing
Kasba
Kasba PS
Kasba Post Office
Kazipara Depot
Keorapukur
Kestopur Bazar
Kestor More
Khanna
Khanna Cinema
Kidderpore
Laketown
M.G. Road
M.G.Road
M.L.Gupta Road
MG Road Metro
Mahabirtala
Maidan
Maidan Metro
Majherhat
Majlishpur
Mallick Bazar
Maniktala
Medical College
Metiabruz
Milk Colony
Minto Park
Mithpukuria
Mollargate
Mominpore
Moulali
Moulali More
Moynagarh
Muchipara
Mudiali More
Mukundapur
N.S.H.M. Campus
Nagerbazar
Nature Park
Nayabad
New Alipore
Old Dakghar
P.T.S. More
PTS
Pailan
Pakdaha
Palmer Bazar
Paltadanga
Panchkari More
Park Street
Parnasree
Pilkhana More
Princep Ghat
R.N.Chowdhury Road
RG Kar
Rabindra Sadan
Rabindra Sarovar
Rajabagan
Rajabazar
Rajballavpara
Ramnagar
Rampur Quarter
Rashbehari
Ruby
Ruby Hospital
S.M. Nagar
S.M.Nagar
Safuipara
Sakher Bazar
Sakherbazar
Salkia Chowrasta
Santoshpur
Santoshpur Station
Sarada Park
Sarkarpool
Sarsuna
Science City
Sealdah
Sealdah Station
Sealdah.
Shakuntala Park
Shasan Bazar
Shibrampur
Shilpara
Shishu Mangal
Shobhabazar
Shyambazar
Shyambazar 5 point
Sinthee
Siriti More
Sovabazar
Sreebhumi
Suryasen Nagar
Tangra More
Taratala
Thakdari
Thakurpukur
Thakurpukur 3A
Tollygunge
Tollygunge Phari
Topsia
Topsia More
Ultadanga
V.I.P. Bazar
Wellington
